0.000000	18.898000
0.001023	30.716000
0.002046	43.056000
0.003070	38.334000
0.004093	36.363000
0.005116	43.056000
0.006139	38.401000
0.007162	40.836000
0.008185	40.022000
0.009209	40.320000
0.010232	40.298000
0.011255	40.103000
0.012278	40.444000
0.013301	40.098000
0.014325	40.376000
0.015348	40.179000
0.016371	40.287000
0.017394	40.230000
0.018417	40.240000
0.019440	40.253000
0.020464	40.227000
0.021487	40.248000
0.022510	40.227000
0.023533	40.239000
0.024556	40.229000
0.025580	40.235000
0.026603	40.230000
0.027626	40.230000
0.028649	40.233000
0.029672	40.226000
0.030695	40.223000
0.031719	40.218000
0.032742	40.217000
0.033765	40.215000
0.034788	40.216000
0.035811	40.216000
0.036835	40.215000
0.037858	40.215000
0.038881	40.216000
0.039904	40.214000
0.040927	40.212000
0.041950	40.209000
0.042974	40.210000
0.043997	40.209000
0.045020	40.208000
0.046043	40.207000
0.047066	40.208000
0.048090	40.209000
0.049113	40.208000
0.050136	40.205000
0.051159	40.202000
0.052182	40.203000
0.053205	40.202000
0.054229	40.199000
0.055252	40.197000
0.056275	40.197000
0.057298	40.197000
0.058321	40.195000
0.059345	40.195000
0.060368	40.193000
0.061391	40.195000
0.062414	40.195000
0.063437	40.197000
0.064460	40.198000
0.065484	40.196000
0.066507	40.198000
0.067530	40.198000
0.068553	40.198000
0.069576	40.197000
0.070600	40.197000
0.071623	40.200000
0.072646	40.200000
0.073669	40.201000
0.074692	40.200000
0.075716	40.199000
0.076739	40.196000
0.077762	40.198000
0.078785	40.195000
0.079808	40.193000
0.080831	40.193000
0.081855	40.187000
0.082878	40.189000
0.083901	40.189000
0.084924	40.184000
0.085947	40.185000
0.086971	40.186000
0.087994	40.184000
0.089017	40.182000
0.090040	40.182000
0.091063	40.181000
0.092086	40.181000
0.093110	40.181000
0.094133	40.180000
0.095156	40.179000
0.096179	40.179000
0.097202	40.177000
0.098226	40.179000
0.099249	40.178000
0.100272	40.176000
0.101295	40.176000
0.102318	40.178000
0.103341	40.177000
0.104365	40.175000
0.105388	40.177000
0.106411	40.175000
0.107434	40.177000
0.108457	40.174000
0.109481	40.175000
0.110504	40.176000
0.111527	40.174000
0.112550	40.175000
0.113573	40.175000
0.114596	40.174000
0.115620	40.174000
0.116643	40.173000
0.117666	40.175000
0.118689	40.173000
0.119712	40.174000
0.120736	40.172000
0.121759	40.174000
0.122782	40.172000
0.123805	40.174000
0.124828	40.174000
0.125851	40.173000
0.126875	40.174000
0.127898	40.173000
0.128921	40.174000
0.129944	40.172000
0.130967	40.176000
0.131991	40.173000
0.133014	40.175000
0.134037	40.174000
0.135060	40.172000
0.136083	40.174000
0.137106	40.172000
0.138130	40.174000
0.139153	40.172000
0.140176	40.173000
0.141199	40.173000
0.142222	40.171000
0.143246	40.174000
0.144269	40.173000
0.145292	40.173000
0.146315	40.173000
0.147338	40.172000
0.148361	40.172000
0.149385	40.173000
0.150408	40.173000
0.151431	40.173000
0.152454	40.175000
0.153477	40.174000
0.154501	40.173000
0.155524	40.176000
0.156547	40.174000
0.157570	40.176000
0.158593	40.175000
0.159616	40.177000
0.160640	40.173000
0.161663	40.178000
0.162686	40.178000
0.163709	40.176000
0.164732	40.177000
0.165756	40.178000
0.166779	40.179000
0.167802	40.178000
0.168825	40.178000
0.169848	40.178000
0.170871	40.179000
0.171895	40.179000
0.172918	40.177000
0.173941	40.179000
0.174964	40.178000
0.175987	40.179000
0.177011	40.179000
0.178034	40.178000
0.179057	40.179000
0.180080	40.177000
0.181103	40.180000
0.182126	40.178000
0.183150	40.177000
0.184173	40.179000
0.185196	40.177000
0.186219	40.178000
0.187242	40.177000
0.188266	40.180000
0.189289	40.179000
0.190312	40.178000
0.191335	40.179000
0.192358	40.181000
0.193381	40.179000
0.194405	40.182000
0.195428	40.181000
0.196451	40.181000
0.197474	40.182000
0.198497	40.180000
0.199521	40.182000
0.200544	40.182000
0.201567	40.183000
0.202590	40.182000
0.203613	40.180000
0.204636	40.183000
0.205660	40.182000
0.206683	40.184000
0.207706	40.181000
0.208729	40.184000
0.209752	40.182000
0.210776	40.182000
0.211799	40.183000
0.212822	40.182000
0.213845	40.183000
0.214868	40.181000
0.215891	40.183000
0.216915	40.182000
0.217938	40.181000
0.218961	40.183000
0.219984	40.180000
0.221007	40.183000
0.222031	40.183000
0.223054	40.181000
0.224077	40.182000
0.225100	40.181000
0.226123	40.182000
0.227147	40.180000
0.228170	40.181000
0.229193	40.181000
0.230216	40.181000
0.231239	40.182000
0.232262	40.178000
0.233286	40.181000
0.234309	40.182000
0.235332	40.179000
0.236355	40.182000
0.237378	40.180000
0.238402	40.182000
0.239425	40.182000
0.240448	40.181000
0.241471	40.182000
0.242494	40.183000
0.243517	40.184000
0.244541	40.181000
0.245564	40.183000
0.246587	40.185000
0.247610	40.184000
0.248633	40.184000
0.249657	40.185000
0.250680	40.186000
0.251703	40.185000
0.252726	40.186000
0.253749	40.186000
0.254772	40.186000
0.255796	40.186000
0.256819	40.187000
0.257842	40.187000
0.258865	40.188000
0.259888	40.189000
0.260912	40.186000
0.261935	40.190000
0.262958	40.187000
0.263981	40.189000
0.265004	40.190000
0.266027	40.189000
0.267051	40.190000
0.268074	40.188000
0.269097	40.190000
0.270120	40.190000
0.271143	40.190000
0.272167	40.191000
0.273190	40.190000
0.274213	40.191000
0.275236	40.191000
0.276259	40.189000
0.277282	40.192000
0.278306	40.192000
0.279329	40.191000
0.280352	40.191000
0.281375	40.191000
0.282398	40.193000
0.283422	40.192000
0.284445	40.192000
0.285468	40.192000
0.286491	40.192000
0.287514	40.193000
0.288537	40.191000
0.289561	40.193000
0.290584	40.192000
0.291607	40.192000
0.292630	40.193000
0.293653	40.191000
0.294677	40.193000
0.295700	40.193000
0.296723	40.193000
0.297746	40.193000
0.298769	40.192000
0.299792	40.193000
0.300816	40.192000
0.301839	40.191000
0.302862	40.193000
0.303885	40.193000
0.304908	40.191000
0.305932	40.192000
0.306955	40.193000
0.307978	40.192000
0.309001	40.192000
0.310024	40.194000
0.311047	40.193000
0.312071	40.192000
0.313094	40.194000
0.314117	40.191000
0.315140	40.193000
0.316163	40.193000
0.317187	40.193000
0.318210	40.195000
0.319233	40.192000
0.320256	40.193000
0.321279	40.194000
0.322302	40.193000
0.323326	40.195000
0.324349	40.194000
0.325372	40.194000
0.326395	40.195000
0.327418	40.195000
0.328442	40.193000
0.329465	40.195000
0.330488	40.195000
0.331511	40.195000
0.332534	40.197000
0.333557	40.196000
0.334581	40.196000
0.335604	40.197000
0.336627	40.195000
0.337650	40.196000
0.338673	40.198000
0.339697	40.196000
0.340720	40.195000
0.341743	40.197000
0.342766	40.198000
0.343789	40.199000
0.344812	40.196000
0.345836	40.197000
0.346859	40.197000
0.347882	40.198000
0.348905	40.199000
0.349928	40.196000
0.350952	40.199000
0.351975	40.197000
0.352998	40.199000
0.354021	40.198000
0.355044	40.200000
0.356067	40.199000
0.357091	40.199000
0.358114	40.201000
0.359137	40.201000
0.360160	40.201000
0.361183	40.200000
0.362207	40.203000
0.363230	40.201000
0.364253	40.203000
0.365276	40.203000
0.366299	40.204000
0.367322	40.203000
0.368346	40.203000
0.369369	40.205000
0.370392	40.205000
0.371415	40.204000
0.372438	40.203000
0.373462	40.207000
0.374485	40.206000
0.375508	40.205000
0.376531	40.208000
0.377554	40.206000
0.378578	40.206000
0.379601	40.207000
0.380624	40.205000
0.381647	40.210000
0.382670	40.206000
0.383693	40.207000
0.384717	40.211000
0.385740	40.207000
0.386763	40.209000
0.387786	40.208000
0.388809	40.212000
0.389833	40.209000
0.390856	40.210000
0.391879	40.212000
0.392902	40.211000
0.393925	40.212000
0.394948	40.211000
0.395972	40.214000
0.396995	40.211000
0.398018	40.213000
0.399041	40.216000
0.400064	40.212000
0.401088	40.215000
0.402111	40.214000
0.403134	40.215000
0.404157	40.215000
0.405180	40.215000
0.406203	40.216000
0.407227	40.216000
0.408250	40.218000
0.409273	40.215000
0.410296	40.219000
0.411319	40.215000
0.412343	40.218000
0.413366	40.218000
0.414389	40.216000
0.415412	40.219000
0.416435	40.219000
0.417458	40.219000
0.418482	40.220000
0.419505	40.218000
0.420528	40.220000
0.421551	40.220000
0.422574	40.219000
0.423598	40.222000
0.424621	40.220000
0.425644	40.221000
0.426667	40.224000
0.427690	40.221000
0.428713	40.223000
0.429737	40.223000
0.430760	40.222000
0.431783	40.223000
0.432806	40.223000
0.433829	40.225000
0.434853	40.226000
0.435876	40.225000
0.436899	40.224000
0.437922	40.226000
0.438945	40.226000
0.439968	40.226000
0.440992	40.226000
0.442015	40.226000
0.443038	40.228000
0.444061	40.227000
0.445084	40.227000
0.446108	40.228000
0.447131	40.228000
0.448154	40.228000
0.449177	40.229000
0.450200	40.227000
0.451223	40.230000
0.452247	40.228000
0.453270	40.230000
0.454293	40.229000
0.455316	40.228000
0.456339	40.233000
0.457363	40.229000
0.458386	40.232000
0.459409	40.232000
0.460432	40.229000
0.461455	40.233000
0.462478	40.231000
0.463502	40.232000
0.464525	40.233000
0.465548	40.232000
0.466571	40.232000
0.467594	40.233000
0.468618	40.234000
0.469641	40.233000
0.470664	40.234000
0.471687	40.235000
0.472710	40.235000
